Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
589,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,4900,4850,2020-01-01
590,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5800,5900,5850,2020-01-01
992,Dhar,Manawar,Cotton,Other,FAQ,4800,5300,5150,2020-01-01
1268,Badwani,Sendhwa,Cotton,H4,FAQ,4400,5401,4911,2020-01-01
201,Badwani,Badwani,Cotton,H4,FAQ,4700,4800,4752,2020-01-02
264,Badwani,Balwadi,Cotton,H4,FAQ,4550,4900,4700,2020-01-02
587,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,5000,4900,2020-01-02
588,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5600,6200,5900,2020-01-02
891,Dhar,Kukshi,Cotton,H4,FAQ,4490,5505,5070,2020-01-02
991,Dhar,Manawar,Cotton,Other,FAQ,4000,5378,4650,2020-01-02
1267,Badwani,Sendhwa,Cotton,H4,FAQ,4100,5401,4995,2020-01-02
55,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4700,4900,4800,2020-01-03
163,Khargone,Badwaha,Cotton,H4,FAQ,3190,5480,4980,2020-01-03
200,Badwani,Badwani,Cotton,H4,FAQ,5000,5075,5028,2020-01-03
263,Badwani,Balwadi,Cotton,H4,FAQ,4700,4800,4750,2020-01-03
329,Khargone,Bhikangaon,Cotton,H4,FAQ,4010,5450,4996,2020-01-03
585,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,4910,4855,2020-01-03
586,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5700,6020,5860,2020-01-03
890,Dhar,Kukshi,Cotton,H4,FAQ,4370,5505,5050,2020-01-03
990,Dhar,Manawar,Cotton,Other,FAQ,4100,5309,4700,2020-01-03
1306,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5400,6400,5900,2020-01-03
54,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4700,4850,4800,2020-01-04
162,Khargone,Badwaha,Cotton,H4,FAQ,3200,5500,4990,2020-01-04
199,Badwani,Badwani,Cotton,H4,FAQ,5750,5820,5785,2020-01-04
262,Badwani,Balwadi,Cotton,H4,FAQ,4550,4900,4800,2020-01-04
328,Khargone,Bhikangaon,Cotton,H4,FAQ,4000,5500,4995,2020-01-04
584,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,4800,5700,5250,2020-01-04
889,Dhar,Kukshi,Cotton,H4,FAQ,3850,5505,5000,2020-01-04
989,Dhar,Manawar,Cotton,Other,FAQ,4000,5308,4500,2020-01-04
1266,Badwani,Sendhwa,Cotton,H4,FAQ,3899,5425,4973,2020-01-04
1305,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5400,6500,5950,2020-01-04
53,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4800,4700,2020-01-05
161,Khargone,Badwaha,Cotton,H4,FAQ,3590,5325,4970,2020-01-05
198,Badwani,Badwani,Cotton,H4,FAQ,3500,5165,4712,2020-01-05
261,Badwani,Balwadi,Cotton,H4,FAQ,4550,4800,4800,2020-01-05
327,Khargone,Bhikangaon,Cotton,H4,FAQ,3800,5490,4950,2020-01-05
582,Jhabua,Jhabua,Cotton,Desi,FAQ,4500,4900,4700,2020-01-05
583,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5700,5900,5800,2020-01-05
888,Dhar,Kukshi,Cotton,H4,FAQ,3900,5250,5050,2020-01-05
1304,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5600,6522,6061,2020-01-05
52,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4400,4800,4600,2020-01-06
160,Khargone,Badwaha,Cotton,H4,FAQ,3390,5480,5020,2020-01-06
197,Badwani,Badwani,Cotton,H4,FAQ,5750,5850,5813,2020-01-06
260,Badwani,Balwadi,Cotton,H4,FAQ,4550,4900,4800,2020-01-06
326,Khargone,Bhikangaon,Cotton,H4,FAQ,3850,5500,4970,2020-01-06
887,Dhar,Kukshi,Cotton,H4,FAQ,4225,5450,5090,2020-01-06
988,Dhar,Manawar,Cotton,Other,FAQ,4000,5358,4700,2020-01-06
1265,Badwani,Sendhwa,Cotton,H4,FAQ,4299,5415,4911,2020-01-06
1303,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5600,6700,6150,2020-01-06
51,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4700,2020-01-07
196,Badwani,Badwani,Cotton,H4,FAQ,3685,5275,4842,2020-01-07
259,Badwani,Balwadi,Cotton,H4,FAQ,4800,4950,4900,2020-01-07
580,Jhabua,Jhabua,Cotton,Desi,FAQ,4500,5000,4750,2020-01-07
581,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5700,6100,5900,2020-01-07
886,Dhar,Kukshi,Cotton,H4,FAQ,4255,5505,5080,2020-01-07
987,Dhar,Manawar,Cotton,Other,FAQ,4400,5375,4800,2020-01-07
1264,Badwani,Sendhwa,Cotton,H4,FAQ,3999,5435,5111,2020-01-07
1302,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5600,6300,5950,2020-01-07
50,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5200,4800,2020-01-08
159,Khargone,Badwaha,Cotton,H4,FAQ,3000,5477,4970,2020-01-08
195,Badwani,Badwani,Cotton,H4,FAQ,4700,5000,4863,2020-01-08
258,Badwani,Balwadi,Cotton,H4,FAQ,4511,4900,4800,2020-01-08
325,Khargone,Bhikangaon,Cotton,H4,FAQ,4000,5505,4981,2020-01-08
579,Jhabua,Jhabua,Cotton,Desi,FAQ,4560,5000,4780,2020-01-08
820,Badwani,Khetia,Cotton,H4,FAQ,4800,5400,5150,2020-01-08
885,Dhar,Kukshi,Cotton,H4,FAQ,4095,5505,5095,2020-01-08
986,Dhar,Manawar,Cotton,Other,FAQ,4700,5381,4900,2020-01-08
1301,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5500,6200,5850,2020-01-08
49,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4700,5200,4800,2020-01-09
158,Khargone,Badwaha,Cotton,H4,FAQ,3605,5477,5000,2020-01-09
194,Badwani,Badwani,Cotton,H4,FAQ,4700,5500,5071,2020-01-09
257,Badwani,Balwadi,Cotton,H4,FAQ,4595,5000,4800,2020-01-09
324,Khargone,Bhikangaon,Cotton,H4,FAQ,4150,5505,4975,2020-01-09
577,Jhabua,Jhabua,Cotton,Desi,FAQ,4500,5000,4700,2020-01-09
578,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5600,5850,5725,2020-01-09
819,Badwani,Khetia,Cotton,H4,FAQ,4860,5425,5120,2020-01-09
884,Dhar,Kukshi,Cotton,H4,FAQ,4295,5450,5075,2020-01-09
1263,Badwani,Sendhwa,Cotton,H4,FAQ,4174,5401,5050,2020-01-09
1300,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5700,6200,5950,2020-01-09
48,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5200,4800,2020-01-10
157,Khargone,Badwaha,Cotton,H4,FAQ,3490,5477,5050,2020-01-10
193,Badwani,Badwani,Cotton,H4,FAQ,4970,5275,5119,2020-01-10
256,Badwani,Balwadi,Cotton,H4,FAQ,4000,4800,4550,2020-01-10
323,Khargone,Bhikangaon,Cotton,H4,FAQ,4135,5576,5050,2020-01-10
575,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,4900,4850,2020-01-10
576,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5800,5900,5850,2020-01-10
883,Dhar,Kukshi,Cotton,H4,FAQ,4395,5505,5180,2020-01-10
985,Dhar,Manawar,Cotton,Other,FAQ,4600,5350,4800,2020-01-10
1167,Chhindwara,Saunsar,Cotton,H4,FAQ,4825,5450,5170,2020-01-10
1262,Badwani,Sendhwa,Cotton,H4,FAQ,4250,5450,5050,2020-01-10
1299,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5600,6200,5900,2020-01-10
47,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4000,5200,4800,2020-01-11
156,Khargone,Badwaha,Cotton,H4,FAQ,3405,5480,4950,2020-01-11
192,Badwani,Badwani,Cotton,H4,FAQ,4000,5850,5398,2020-01-11
322,Khargone,Bhikangaon,Cotton,H4,FAQ,4110,5222,5004,2020-01-11
573,Jhabua,Jhabua,Cotton,Desi,FAQ,4600,4830,4715,2020-01-11
574,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5800,6100,5950,2020-01-11
984,Dhar,Manawar,Cotton,Other,FAQ,4500,5371,4911,2020-01-11
1166,Chhindwara,Saunsar,Cotton,H4,FAQ,4850,5350,5040,2020-01-11
1261,Badwani,Sendhwa,Cotton,H4,FAQ,4450,5450,5050,2020-01-11
1298,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5565,6400,5900,2020-01-11
46,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4600,4600,4600,2020-01-12
155,Khargone,Badwaha,Cotton,H4,FAQ,3690,5325,4900,2020-01-12
191,Badwani,Badwani,Cotton,H4,FAQ,4200,5425,5131,2020-01-12
321,Khargone,Bhikangaon,Cotton,H4,FAQ,4150,5550,5040,2020-01-12
571,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,5000,4900,2020-01-12
572,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6000,6325,6163,2020-01-12
882,Dhar,Kukshi,Cotton,H4,FAQ,4350,5300,5000,2020-01-12
1297,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5565,6300,5900,2020-01-12
45,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4600,5200,4800,2020-01-13
154,Khargone,Badwaha,Cotton,H4,FAQ,3690,5480,5030,2020-01-13
190,Badwani,Badwani,Cotton,H4,FAQ,4800,5450,5138,2020-01-13
351,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4431,5297,5250,2020-01-13
569,Jhabua,Jhabua,Cotton,Desi,FAQ,4600,4900,4750,2020-01-13
570,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6000,6000,6000,2020-01-13
818,Badwani,Khetia,Cotton,H4,FAQ,4820,5430,5140,2020-01-13
881,Dhar,Kukshi,Cotton,H4,FAQ,4495,5450,5190,2020-01-13
983,Dhar,Manawar,Cotton,Other,FAQ,4500,5305,4900,2020-01-13
1165,Chhindwara,Saunsar,Cotton,H4,FAQ,4950,5439,5100,2020-01-13
1260,Badwani,Sendhwa,Cotton,H4,FAQ,4100,5411,4810,2020-01-13
1296,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5550,6200,5875,2020-01-13
44,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5200,5000,2020-01-14
189,Badwani,Badwani,Cotton,H4,FAQ,3955,5165,5007,2020-01-14
255,Badwani,Balwadi,Cotton,H4,FAQ,4700,5000,4900,2020-01-14
320,Khargone,Bhikangaon,Cotton,H4,FAQ,5000,5200,5000,2020-01-14
350,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4600,5286,5000,2020-01-14
567,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,5000,4900,2020-01-14
568,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6000,6300,6150,2020-01-14
817,Badwani,Khetia,Cotton,H4,FAQ,4835,5445,5140,2020-01-14
880,Dhar,Kukshi,Cotton,H4,FAQ,4295,5225,5160,2020-01-14
1164,Chhindwara,Saunsar,Cotton,H4,FAQ,4850,5425,5100,2020-01-14
1259,Badwani,Sendhwa,Cotton,H4,FAQ,4232,5451,5080,2020-01-14
1295,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5500,6200,5850,2020-01-14
188,Badwani,Badwani,Cotton,H4,FAQ,5775,5820,5804,2020-01-15
254,Badwani,Balwadi,Cotton,H4,FAQ,4500,4800,4750,2020-01-15
319,Khargone,Bhikangaon,Cotton,H4,FAQ,5000,5000,5000,2020-01-15
565,Jhabua,Jhabua,Cotton,Desi,FAQ,4700,4850,4775,2020-01-15
566,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6000,6000,6000,2020-01-15
816,Badwani,Khetia,Cotton,H4,FAQ,4825,5465,5165,2020-01-15
879,Dhar,Kukshi,Cotton,H4,FAQ,4800,5195,5140,2020-01-15
982,Dhar,Manawar,Cotton,Other,FAQ,4500,5230,4700,2020-01-15
1163,Chhindwara,Saunsar,Cotton,H4,FAQ,4950,5414,5100,2020-01-15
1258,Badwani,Sendhwa,Cotton,H4,FAQ,4259,5450,5025,2020-01-15
1294,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5590,6350,5970,2020-01-15
43,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4800,2020-01-16
187,Badwani,Badwani,Cotton,H4,FAQ,4910,5820,5327,2020-01-16
253,Badwani,Balwadi,Cotton,H4,FAQ,4600,4850,4800,2020-01-16
318,Khargone,Bhikangaon,Cotton,H4,FAQ,5050,5050,5050,2020-01-16
563,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,5000,4900,2020-01-16
564,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5900,6300,6100,2020-01-16
815,Badwani,Khetia,Cotton,H4,FAQ,4850,5465,5145,2020-01-16
878,Dhar,Kukshi,Cotton,H4,FAQ,4465,5505,5050,2020-01-16
981,Dhar,Manawar,Cotton,Other,FAQ,4300,5302,4550,2020-01-16
1162,Chhindwara,Saunsar,Cotton,H4,FAQ,4980,5445,5145,2020-01-16
1257,Badwani,Sendhwa,Cotton,H4,FAQ,3925,5465,4950,2020-01-16
1293,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5590,6600,6200,2020-01-16
42,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4600,4900,4700,2020-01-17
153,Khargone,Badwaha,Cotton,H4,FAQ,3900,5477,4990,2020-01-17
186,Badwani,Badwani,Cotton,H4,FAQ,4800,4800,4800,2020-01-17
252,Badwani,Balwadi,Cotton,H4,FAQ,4600,4700,4650,2020-01-17
317,Khargone,Bhikangaon,Cotton,H4,FAQ,4150,5505,4980,2020-01-17
349,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4550,5100,4950,2020-01-17
561,Jhabua,Jhabua,Cotton,Desi,FAQ,4400,5000,4700,2020-01-17
562,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5775,6200,5988,2020-01-17
700,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4200,5151,4800,2020-01-17
814,Badwani,Khetia,Cotton,H4,FAQ,4875,5455,5145,2020-01-17
877,Dhar,Kukshi,Cotton,H4,FAQ,4060,5505,5100,2020-01-17
980,Dhar,Manawar,Cotton,Other,FAQ,4700,5352,4851,2020-01-17
1053,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4450,6301,5900,2020-01-17
1161,Chhindwara,Saunsar,Cotton,H4,FAQ,5000,5445,5100,2020-01-17
1256,Badwani,Sendhwa,Cotton,H4,FAQ,4337,5450,5050,2020-01-17
1292,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6250,5945,2020-01-17
41,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4900,4800,2020-01-18
152,Khargone,Badwaha,Cotton,H4,FAQ,3490,5455,4970,2020-01-18
185,Badwani,Badwani,Cotton,H4,FAQ,4800,4800,4800,2020-01-18
251,Badwani,Balwadi,Cotton,H4,FAQ,4725,5000,4800,2020-01-18
316,Khargone,Bhikangaon,Cotton,H4,FAQ,4000,5550,4950,2020-01-18
559,Jhabua,Jhabua,Cotton,Desi,FAQ,4775,4910,4843,2020-01-18
560,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6100,6200,6150,2020-01-18
813,Badwani,Khetia,Cotton,H4,FAQ,4870,5445,5195,2020-01-18
876,Dhar,Kukshi,Cotton,H4,FAQ,4380,5505,5396,2020-01-18
979,Dhar,Manawar,Cotton,Other,FAQ,4700,5381,4855,2020-01-18
1052,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4200,7250,4450,2020-01-18
1081,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,3885,5410,5000,2020-01-18
1160,Chhindwara,Saunsar,Cotton,H4,FAQ,4950,5350,5100,2020-01-18
1255,Badwani,Sendhwa,Cotton,H4,FAQ,4300,5450,4995,2020-01-18
1291,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5615,6250,5900,2020-01-18
40,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4700,4900,4800,2020-01-19
151,Khargone,Badwaha,Cotton,H4,FAQ,3690,5300,4900,2020-01-19
184,Badwani,Badwani,Cotton,H4,FAQ,3805,5100,4405,2020-01-19
250,Badwani,Balwadi,Cotton,H4,FAQ,4750,4750,4750,2020-01-19
315,Khargone,Bhikangaon,Cotton,H4,FAQ,4100,5575,5060,2020-01-19
557,Jhabua,Jhabua,Cotton,Desi,FAQ,4613,5100,4857,2020-01-19
558,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6050,6215,6133,2020-01-19
875,Dhar,Kukshi,Cotton,H4,FAQ,4060,5505,5100,2020-01-19
1051,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4400,5950,5950,2020-01-19
1080,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,4000,5200,5000,2020-01-19
1290,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6700,6050,2020-01-19
39,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4800,4600,2020-01-20
150,Khargone,Badwaha,Cotton,H4,FAQ,3625,5450,4890,2020-01-20
183,Badwani,Badwani,Cotton,H4,FAQ,3805,5840,5316,2020-01-20
249,Badwani,Balwadi,Cotton,H4,FAQ,4600,5000,4850,2020-01-20
314,Khargone,Bhikangaon,Cotton,H4,FAQ,4025,5530,5040,2020-01-20
555,Jhabua,Jhabua,Cotton,Desi,FAQ,3901,5003,4452,2020-01-20
556,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5500,6200,5850,2020-01-20
699,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4075,4955,4605,2020-01-20
812,Badwani,Khetia,Cotton,H4,FAQ,4880,5455,5100,2020-01-20
874,Dhar,Kukshi,Cotton,H4,FAQ,3725,5505,5341,2020-01-20
978,Dhar,Manawar,Cotton,Other,FAQ,4800,5380,4900,2020-01-20
1050,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4200,6300,6000,2020-01-20
1159,Chhindwara,Saunsar,Cotton,H4,FAQ,4975,5500,5150,2020-01-20
1254,Badwani,Sendhwa,Cotton,H4,FAQ,4275,5450,5165,2020-01-20
1289,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6700,6000,2020-01-20
38,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4900,4700,2020-01-21
182,Badwani,Badwani,Cotton,H4,FAQ,4125,5100,4543,2020-01-21
248,Badwani,Balwadi,Cotton,H4,FAQ,4600,4850,4800,2020-01-21
553,Jhabua,Jhabua,Cotton,Desi,FAQ,4700,4950,4825,2020-01-21
554,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5780,6250,6015,2020-01-21
698,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4100,5151,5100,2020-01-21
811,Badwani,Khetia,Cotton,H4,FAQ,4825,5325,5145,2020-01-21
873,Dhar,Kukshi,Cotton,H4,FAQ,4290,5150,5080,2020-01-21
977,Dhar,Manawar,Cotton,Other,FAQ,4600,5341,4845,2020-01-21
1049,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4235,7050,5800,2020-01-21
1079,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,3500,5365,5050,2020-01-21
1158,Chhindwara,Saunsar,Cotton,H4,FAQ,4890,5445,5140,2020-01-21
1253,Badwani,Sendhwa,Cotton,H4,FAQ,4242,5450,4950,2020-01-21
1288,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6700,6050,2020-01-21
37,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4700,2020-01-22
149,Khargone,Badwaha,Cotton,H4,FAQ,3790,5360,4925,2020-01-22
181,Badwani,Badwani,Cotton,H4,FAQ,3975,5185,5011,2020-01-22
247,Badwani,Balwadi,Cotton,H4,FAQ,4550,4900,4800,2020-01-22
313,Khargone,Bhikangaon,Cotton,H4,FAQ,3950,5513,4975,2020-01-22
348,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4500,5297,5125,2020-01-22
551,Jhabua,Jhabua,Cotton,Desi,FAQ,4300,5000,4650,2020-01-22
552,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5800,6200,6000,2020-01-22
697,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4500,4950,4700,2020-01-22
810,Badwani,Khetia,Cotton,H4,FAQ,4565,5375,5145,2020-01-22
872,Dhar,Kukshi,Cotton,H4,FAQ,4545,5150,5060,2020-01-22
976,Dhar,Manawar,Cotton,Other,FAQ,4300,4800,4400,2020-01-22
1048,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4230,6950,5650,2020-01-22
1078,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,3790,5360,4900,2020-01-22
1157,Chhindwara,Saunsar,Cotton,H4,FAQ,4950,5445,5150,2020-01-22
1252,Badwani,Sendhwa,Cotton,H4,FAQ,3701,5450,5025,2020-01-22
1287,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6700,5800,2020-01-22
36,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4600,4600,4600,2020-01-23
148,Khargone,Badwaha,Cotton,H4,FAQ,3505,5360,4990,2020-01-23
180,Badwani,Badwani,Cotton,H4,FAQ,5011,5100,5060,2020-01-23
246,Badwani,Balwadi,Cotton,H4,FAQ,4500,4850,4550,2020-01-23
312,Khargone,Bhikangaon,Cotton,H4,FAQ,3900,5510,4975,2020-01-23
696,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4105,5505,5301,2020-01-23
809,Badwani,Khetia,Cotton,H4,FAQ,4825,5360,5165,2020-01-23
871,Dhar,Kukshi,Cotton,H4,FAQ,4200,5200,5030,2020-01-23
975,Dhar,Manawar,Cotton,Other,FAQ,4600,5200,4900,2020-01-23
1047,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4300,7150,6300,2020-01-23
1077,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,3800,5356,5000,2020-01-23
1156,Chhindwara,Saunsar,Cotton,H4,FAQ,5050,5450,5150,2020-01-23
1251,Badwani,Sendhwa,Cotton,H4,FAQ,4159,6680,5096,2020-01-23
1286,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5639,6600,5800,2020-01-23
35,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4700,5000,4900,2020-01-24
147,Khargone,Badwaha,Cotton,H4,FAQ,3500,5360,5000,2020-01-24
245,Badwani,Balwadi,Cotton,H4,FAQ,4750,5000,4850,2020-01-24
311,Khargone,Bhikangaon,Cotton,H4,FAQ,3980,5506,4945,2020-01-24
549,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,5000,4900,2020-01-24
550,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5950,6100,6025,2020-01-24
695,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4095,5200,4680,2020-01-24
808,Badwani,Khetia,Cotton,H4,FAQ,4875,5355,5120,2020-01-24
870,Dhar,Kukshi,Cotton,H4,FAQ,4200,5505,5396,2020-01-24
974,Dhar,Manawar,Cotton,Other,FAQ,4700,5238,4900,2020-01-24
1046,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4205,7050,4400,2020-01-24
1155,Chhindwara,Saunsar,Cotton,H4,FAQ,4950,5445,5170,2020-01-24
1250,Badwani,Sendhwa,Cotton,H4,FAQ,4055,5450,4900,2020-01-24
1285,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6500,5900,2020-01-24
146,Khargone,Badwaha,Cotton,H4,FAQ,3360,5360,4990,2020-01-25
179,Badwani,Badwani,Cotton,H4,FAQ,5760,5820,5795,2020-01-25
244,Badwani,Balwadi,Cotton,H4,FAQ,4575,5000,4800,2020-01-25
310,Khargone,Bhikangaon,Cotton,H4,FAQ,3975,5506,4935,2020-01-25
547,Jhabua,Jhabua,Cotton,Desi,FAQ,4800,5000,4900,2020-01-25
548,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5800,6100,5950,2020-01-25
694,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4800,5350,5151,2020-01-25
807,Badwani,Khetia,Cotton,H4,FAQ,4850,5385,5145,2020-01-25
869,Dhar,Kukshi,Cotton,H4,FAQ,4290,5150,5080,2020-01-25
973,Dhar,Manawar,Cotton,Other,FAQ,5000,5200,5100,2020-01-25
1076,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,3800,5350,5000,2020-01-25
1154,Chhindwara,Saunsar,Cotton,H4,FAQ,4975,5252,5050,2020-01-25
1284,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5665,6500,6000,2020-01-25
178,Badwani,Badwani,Cotton,H4,FAQ,4700,5895,5048,2020-01-26
243,Badwani,Balwadi,Cotton,H4,FAQ,5000,5000,5000,2020-01-26
545,Jhabua,Jhabua,Cotton,Desi,FAQ,4720,5000,4860,2020-01-26
546,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5900,6030,5965,2020-01-26
868,Dhar,Kukshi,Cotton,H4,FAQ,4465,5505,5050,2020-01-26
1283,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5665,6500,6082,2020-01-26
34,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4700,4600,2020-01-27
145,Khargone,Badwaha,Cotton,H4,FAQ,3600,5360,5000,2020-01-27
177,Badwani,Badwani,Cotton,H4,FAQ,4835,5190,5033,2020-01-27
242,Badwani,Balwadi,Cotton,H4,FAQ,4575,4750,4700,2020-01-27
693,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4305,5505,5328,2020-01-27
806,Badwani,Khetia,Cotton,H4,FAQ,4820,5375,5130,2020-01-27
867,Dhar,Kukshi,Cotton,H4,FAQ,4100,5505,5341,2020-01-27
1153,Chhindwara,Saunsar,Cotton,H4,FAQ,4906,5445,5221,2020-01-27
1249,Badwani,Sendhwa,Cotton,H4,FAQ,4125,5420,4950,2020-01-27
1282,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5665,6500,6082,2020-01-27
33,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4700,4700,4700,2020-01-28
176,Badwani,Badwani,Cotton,H4,FAQ,3575,4705,4560,2020-01-28
241,Badwani,Balwadi,Cotton,H4,FAQ,4725,5000,4900,2020-01-28
543,Jhabua,Jhabua,Cotton,Desi,FAQ,4700,4900,4800,2020-01-28
544,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5600,6020,5810,2020-01-28
692,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4100,5451,5301,2020-01-28
805,Badwani,Khetia,Cotton,H4,FAQ,4810,5365,5125,2020-01-28
972,Dhar,Manawar,Cotton,Other,FAQ,4800,5301,4950,2020-01-28
1012,Khandwa,Pandhana,Cotton,Other,FAQ,4100,4571,4300,2020-01-28
