Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2109,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9500,10500,10000,2022-01-27
2177,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5085,9545,8500,2022-01-27
2295,Chhindwara,Saunsar,Cotton,H4,FAQ,8500,9925,9630,2022-01-27
2438,Badwani,Sendhwa,Cotton,H4,FAQ,6990,10200,9500,2022-01-27
51,Alirajpur,Alirajpur,Cotton,Desi,FAQ,7000,9000,7500,2022-01-28
147,Badwani,Anjad,Cotton,Other,FAQ,6000,9710,8250,2022-01-28
304,Khargone,Badwaha,Cotton,Other,FAQ,5090,10000,8790,2022-01-28
349,Badwani,Badwani,Cotton,H4,FAQ,8550,8860,8550,2022-01-28
506,Khargone,Bhikangaon,Cotton,H4,FAQ,5001,9983,8650,2022-01-28
602,Dhar,Dhamnod,Cotton,Desi,FAQ,6010,10000,8755,2022-01-28
709,Dhar,Gandhwani,Cotton,Other,FAQ,8311,10200,9761,2022-01-28
855,Jhabua,Jhabua,Cotton,Other,FAQ,9500,9650,9575,2022-01-28
856,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,10500,9250,2022-01-28
980,Alirajpur,Jobat,Cotton,Other,FAQ,7410,9200,9000,2022-01-28
1044,Khargone,Karhi,Cotton,Other,FAQ,5380,9710,8600,2022-01-28
1145,Khandwa,Khandwa,Cotton,Other,FAQ,6000,10550,9400,2022-01-28
1224,Khargone,Khargone,Cotton,Other,FAQ,5800,10200,8600,2022-01-28
1346,Badwani,Khetia,Cotton,H4,FAQ,7200,11405,9200,2022-01-28
1484,Dhar,Kukshi,Cotton,H4,FAQ,6000,10000,9100,2022-01-28
1572,Dhar,Manawar,Cotton,Other,FAQ,7325,9800,9300,2022-01-28
1804,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9500,9700,9608,2022-01-28
1805,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,8000,11300,9591,2022-01-28
1897,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8200,8200,8200,2022-01-28
1963,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,9000,11080,10450,2022-01-28
1964,Ratlam,Ratlam,Cotton,Other,FAQ,7000,9010,8200,2022-01-28
2106,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9800,10311,10055,2022-01-28
2107,Ratlam,Sailana,Cotton,MECH-1,FAQ,7000,9501,8250,2022-01-28
2176,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5300,9750,8700,2022-01-28
2294,Chhindwara,Saunsar,Cotton,H4,FAQ,8806,9925,9600,2022-01-28
146,Badwani,Anjad,Cotton,Other,FAQ,5600,9570,8715,2022-01-29
303,Khargone,Badwaha,Cotton,Other,FAQ,5700,9780,8800,2022-01-29
505,Khargone,Bhikangaon,Cotton,H4,FAQ,5850,10265,8700,2022-01-29
601,Dhar,Dhamnod,Cotton,Desi,FAQ,5700,10030,8690,2022-01-29
708,Dhar,Gandhwani,Cotton,Other,FAQ,8890,10700,9795,2022-01-29
853,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,10500,9250,2022-01-29
854,Jhabua,Jhabua,Cotton,Other,FAQ,7800,8000,7900,2022-01-29
979,Alirajpur,Jobat,Cotton,Other,FAQ,7000,9400,9000,2022-01-29
1043,Khargone,Karhi,Cotton,Other,FAQ,6600,9810,8670,2022-01-29
1144,Khandwa,Khandwa,Cotton,Other,FAQ,6830,10470,9350,2022-01-29
1223,Khargone,Khargone,Cotton,Other,FAQ,6000,10600,8700,2022-01-29
1345,Badwani,Khetia,Cotton,H4,FAQ,8800,10250,9000,2022-01-29
1483,Dhar,Kukshi,Cotton,H4,FAQ,6575,9905,9340,2022-01-29
1571,Dhar,Manawar,Cotton,Other,FAQ,9000,9710,9710,2022-01-29
1628,Khandwa,Pandhana,Cotton,Other,FAQ,7501,9381,7800,2022-01-29
1801,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,9050,10000,9629,2022-01-29
1802,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9400,10050,9856,2022-01-29
1803,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7500,8000,7937,2022-01-29
1896,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8000,8200,8100,2022-01-29
1961,Ratlam,Ratlam,Cotton,Other,FAQ,8500,9510,9075,2022-01-29
1962,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,9225,10400,9725,2022-01-29
2105,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7500,9901,8700,2022-01-29
2175,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5050,9900,8500,2022-01-29
2293,Chhindwara,Saunsar,Cotton,H4,FAQ,8780,9850,9550,2022-01-29
2437,Badwani,Sendhwa,Cotton,H4,FAQ,7650,10200,9600,2022-01-29
50,Alirajpur,Alirajpur,Cotton,Desi,FAQ,5000,5500,5500,2022-01-30
145,Badwani,Anjad,Cotton,Other,FAQ,6000,6500,6500,2022-01-30
302,Khargone,Badwaha,Cotton,Other,FAQ,5500,9700,9700,2022-01-30
504,Khargone,Bhikangaon,Cotton,H4,FAQ,6200,10471,8750,2022-01-30
707,Dhar,Gandhwani,Cotton,Other,FAQ,9700,9700,9700,2022-01-30
851,Jhabua,Jhabua,Cotton,Other,FAQ,7800,9450,8625,2022-01-30
852,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,11000,9500,2022-01-30
978,Alirajpur,Jobat,Cotton,Other,FAQ,8700,9400,9000,2022-01-30
1042,Khargone,Karhi,Cotton,Other,FAQ,8780,8780,8780,2022-01-30
1344,Badwani,Khetia,Cotton,H4,FAQ,9000,9900,9500,2022-01-30
1482,Dhar,Kukshi,Cotton,H4,FAQ,6500,9500,8000,2022-01-30
1570,Dhar,Manawar,Cotton,Other,FAQ,9000,9325,9325,2022-01-30
1798,Jhabua,Petlawad,Cotton,MECH-1,FAQ,8000,8000,8000,2022-01-30
1799,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9300,10000,9568,2022-01-30
1800,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,9500,11050,9903,2022-01-30
1895,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8300,9650,9376,2022-01-30
2104,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9400,10980,10190,2022-01-30
2174,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5305,9800,8800,2022-01-30
2436,Badwani,Sendhwa,Cotton,H4,FAQ,8500,9431,9361,2022-01-30
49,Alirajpur,Alirajpur,Cotton,Desi,FAQ,9000,9100,9100,2022-01-31
144,Badwani,Anjad,Cotton,Other,FAQ,6350,9700,8680,2022-01-31
301,Khargone,Badwaha,Cotton,Other,FAQ,4590,10190,9010,2022-01-31
503,Khargone,Bhikangaon,Cotton,H4,FAQ,6000,10510,8735,2022-01-31
600,Dhar,Dhamnod,Cotton,Desi,FAQ,4705,10000,8885,2022-01-31
706,Dhar,Gandhwani,Cotton,Other,FAQ,7967,10500,9750,2022-01-31
737,Khandwa,Harsood,Cotton,RCH-2,FAQ,7000,8500,7951,2022-01-31
849,Jhabua,Jhabua,Cotton,Desi,FAQ,7900,10140,9020,2022-01-31
850,Jhabua,Jhabua,Cotton,Other,FAQ,9295,9535,9415,2022-01-31
977,Alirajpur,Jobat,Cotton,Other,FAQ,7401,9800,9000,2022-01-31
1041,Khargone,Karhi,Cotton,Other,FAQ,5200,10510,8900,2022-01-31
1481,Dhar,Kukshi,Cotton,H4,FAQ,6595,10000,9405,2022-01-31
1569,Dhar,Manawar,Cotton,Other,FAQ,6200,9350,9350,2022-01-31
1627,Khandwa,Pandhana,Cotton,Other,FAQ,8000,9500,9000,2022-01-31
1894,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,9600,9700,9650,2022-01-31
1959,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,8800,10800,10100,2022-01-31
1960,Ratlam,Ratlam,Cotton,Other,FAQ,6500,10300,8900,2022-01-31
2102,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9000,10200,9600,2022-01-31
2103,Ratlam,Sailana,Cotton,MECH-1,FAQ,7001,9100,8000,2022-01-31
2173,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5800,7500,6800,2022-01-31
2292,Chhindwara,Saunsar,Cotton,H4,FAQ,8507,9950,9550,2022-01-31
2435,Badwani,Sendhwa,Cotton,H4,FAQ,7290,10210,9375,2022-01-31
48,Alirajpur,Alirajpur,Cotton,Desi,FAQ,6000,6000,6000,2022-02-01
143,Badwani,Anjad,Cotton,Other,FAQ,7060,9800,9200,2022-02-01
206,Dhar,Badnawar,Cotton,DCH-32 (Ginned),FAQ,9000,9500,9015,2022-02-01
300,Khargone,Badwaha,Cotton,Other,FAQ,5000,9800,9200,2022-02-01
410,Badwani,Balwadi,Cotton,Other,FAQ,8600,8900,8800,2022-02-01
599,Dhar,Dhamnod,Cotton,Desi,FAQ,6850,10055,8880,2022-02-01
705,Dhar,Gandhwani,Cotton,Other,FAQ,8001,10726,9925,2022-02-01
847,Jhabua,Jhabua,Cotton,Other,FAQ,8600,9800,9200,2022-02-01
848,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,12210,10105,2022-02-01
976,Alirajpur,Jobat,Cotton,Other,FAQ,7000,10400,9100,2022-02-01
1040,Khargone,Karhi,Cotton,Other,FAQ,5800,10170,9010,2022-02-01
1143,Khandwa,Khandwa,Cotton,Other,FAQ,7000,10500,9240,2022-02-01
1222,Khargone,Khargone,Cotton,Other,FAQ,6000,10380,8800,2022-02-01
1480,Dhar,Kukshi,Cotton,H4,FAQ,7125,10000,9400,2022-02-01
1568,Dhar,Manawar,Cotton,Other,FAQ,7000,9550,9000,2022-02-01
1626,Khandwa,Pandhana,Cotton,Other,FAQ,7825,9250,8900,2022-02-01
1795,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,9000,11000,9664,2022-02-01
1796,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,7800,9950,9561,2022-02-01
1797,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7800,8000,7873,2022-02-01
1893,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8300,9650,9000,2022-02-01
1957,Ratlam,Ratlam,Cotton,Other,FAQ,6600,8425,8050,2022-02-01
1958,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,8800,10625,9500,2022-02-01
2101,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9550,10300,9925,2022-02-01
2172,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5500,9805,8800,2022-02-01
2291,Chhindwara,Saunsar,Cotton,H4,FAQ,9096,9900,9650,2022-02-01
2434,Badwani,Sendhwa,Cotton,H4,FAQ,8050,10210,9400,2022-02-01
2539,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,9000,10700,9850,2022-02-01
47,Alirajpur,Alirajpur,Cotton,Desi,FAQ,6000,8500,8000,2022-02-02
142,Badwani,Anjad,Cotton,Other,FAQ,6610,9700,8200,2022-02-02
299,Khargone,Badwaha,Cotton,Other,FAQ,5500,10150,9275,2022-02-02
409,Badwani,Balwadi,Cotton,Other,FAQ,6900,7800,7500,2022-02-02
502,Khargone,Bhikangaon,Cotton,H4,FAQ,5951,10436,8750,2022-02-02
704,Dhar,Gandhwani,Cotton,Other,FAQ,8780,11000,9840,2022-02-02
845,Jhabua,Jhabua,Cotton,Desi,FAQ,8500,10304,9402,2022-02-02
846,Jhabua,Jhabua,Cotton,Other,FAQ,7800,9590,8695,2022-02-02
975,Alirajpur,Jobat,Cotton,Other,FAQ,8100,9681,9100,2022-02-02
1039,Khargone,Karhi,Cotton,Other,FAQ,6000,10380,9040,2022-02-02
1071,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,7100,7100,7100,2022-02-02
1142,Khandwa,Khandwa,Cotton,Other,FAQ,6710,10501,8900,2022-02-02
1221,Khargone,Khargone,Cotton,Other,FAQ,6000,10500,8800,2022-02-02
1479,Dhar,Kukshi,Cotton,H4,FAQ,6825,10000,9500,2022-02-02
1567,Dhar,Manawar,Cotton,Other,FAQ,8300,10000,10000,2022-02-02
1625,Khandwa,Pandhana,Cotton,Other,FAQ,5001,9510,8900,2022-02-02
1793,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9100,11000,9799,2022-02-02
1794,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,8200,9600,9205,2022-02-02
1892,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,7986,7990,7988,2022-02-02
1955,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,8150,10800,9900,2022-02-02
1956,Ratlam,Ratlam,Cotton,Other,FAQ,5900,8720,8025,2022-02-02
2099,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,10000,10175,10087,2022-02-02
2100,Ratlam,Sailana,Cotton,MECH-1,FAQ,8500,8873,8686,2022-02-02
2171,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5855,10090,9000,2022-02-02
2290,Chhindwara,Saunsar,Cotton,H4,FAQ,9507,9950,9760,2022-02-02
2433,Badwani,Sendhwa,Cotton,H4,FAQ,7611,10600,9400,2022-02-02
2538,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,9100,10700,9900,2022-02-02
46,Alirajpur,Alirajpur,Cotton,Desi,FAQ,6000,8000,7950,2022-02-03
141,Badwani,Anjad,Cotton,Other,FAQ,6300,9680,9000,2022-02-03
298,Khargone,Badwaha,Cotton,Other,FAQ,4500,9860,9130,2022-02-03
348,Badwani,Badwani,Cotton,H4,FAQ,9450,9600,9525,2022-02-03
408,Badwani,Balwadi,Cotton,Other,FAQ,6520,7250,6850,2022-02-03
501,Khargone,Bhikangaon,Cotton,H4,FAQ,6500,10401,8775,2022-02-03
703,Dhar,Gandhwani,Cotton,Other,FAQ,8791,10551,10121,2022-02-03
843,Jhabua,Jhabua,Cotton,Other,FAQ,9590,9720,9655,2022-02-03
844,Jhabua,Jhabua,Cotton,Desi,FAQ,8500,9900,9200,2022-02-03
974,Alirajpur,Jobat,Cotton,Other,FAQ,7500,9500,9250,2022-02-03
1038,Khargone,Karhi,Cotton,Other,FAQ,5560,9990,8820,2022-02-03
1141,Khandwa,Khandwa,Cotton,Other,FAQ,6800,10451,9040,2022-02-03
1220,Khargone,Khargone,Cotton,Other,FAQ,5800,10110,8600,2022-02-03
1478,Dhar,Kukshi,Cotton,H4,FAQ,6295,10000,9455,2022-02-03
1624,Khandwa,Pandhana,Cotton,Other,FAQ,7005,9525,8500,2022-02-03
1789,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,9000,9650,9445,2022-02-03
1790,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9100,11000,9691,2022-02-03
1791,Jhabua,Petlawad,Cotton,H4,FAQ,7900,8000,7933,2022-02-03
1792,Jhabua,Petlawad,Cotton,MECH-1,FAQ,8000,8000,8000,2022-02-03
1891,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,9000,9700,9400,2022-02-03
1953,Ratlam,Ratlam,Cotton,Other,FAQ,7000,8900,8100,2022-02-03
1954,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,9425,10825,10300,2022-02-03
2098,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9200,10070,9635,2022-02-03
2170,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5500,9890,8800,2022-02-03
2289,Chhindwara,Saunsar,Cotton,H4,FAQ,9096,10150,9850,2022-02-03
2432,Badwani,Sendhwa,Cotton,H4,FAQ,7000,11000,9400,2022-02-03
2537,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,9200,10700,9950,2022-02-03
45,Alirajpur,Alirajpur,Cotton,Desi,FAQ,7000,9000,8500,2022-02-04
140,Badwani,Anjad,Cotton,Other,FAQ,6110,9500,8500,2022-02-04
297,Khargone,Badwaha,Cotton,Other,FAQ,4800,10160,9410,2022-02-04
347,Badwani,Badwani,Cotton,H4,FAQ,9000,9000,9000,2022-02-04
500,Khargone,Bhikangaon,Cotton,H4,FAQ,6501,10596,8750,2022-02-04
598,Dhar,Dhamnod,Cotton,Desi,FAQ,5305,9995,8705,2022-02-04
702,Dhar,Gandhwani,Cotton,Other,FAQ,7100,10800,10250,2022-02-04
841,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,10500,9250,2022-02-04
842,Jhabua,Jhabua,Cotton,Other,FAQ,9500,9700,9600,2022-02-04
973,Alirajpur,Jobat,Cotton,Other,FAQ,8500,9000,9000,2022-02-04
1037,Khargone,Karhi,Cotton,Other,FAQ,6480,10000,8670,2022-02-04
1140,Khandwa,Khandwa,Cotton,Other,FAQ,6505,10651,9300,2022-02-04
1219,Khargone,Khargone,Cotton,Other,FAQ,6000,10245,8600,2022-02-04
1477,Dhar,Kukshi,Cotton,H4,FAQ,6500,10000,9300,2022-02-04
1566,Dhar,Manawar,Cotton,Other,FAQ,8500,9800,9400,2022-02-04
1623,Khandwa,Pandhana,Cotton,Other,FAQ,7395,9601,8900,2022-02-04
1787,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9250,9505,9381,2022-02-04
1788,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,8000,9921,9185,2022-02-04
1890,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,9400,9600,9500,2022-02-04
1951,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,8025,11010,9800,2022-02-04
1952,Ratlam,Ratlam,Cotton,Other,FAQ,6800,8825,7500,2022-02-04
2097,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9000,10988,9994,2022-02-04
2169,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5600,10100,9000,2022-02-04
2288,Chhindwara,Saunsar,Cotton,H4,FAQ,9011,9980,9710,2022-02-04
2431,Badwani,Sendhwa,Cotton,H4,FAQ,7350,10550,9600,2022-02-04
2536,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,9200,10700,9950,2022-02-04
139,Badwani,Anjad,Cotton,Other,FAQ,7850,9400,8800,2022-02-05
205,Dhar,Badnawar,Cotton,DCH-32 (Ginned),FAQ,9000,10100,9300,2022-02-05
296,Khargone,Badwaha,Cotton,Other,FAQ,7000,10000,9750,2022-02-05
407,Badwani,Balwadi,Cotton,Other,FAQ,8900,9025,9000,2022-02-05
597,Dhar,Dhamnod,Cotton,Desi,FAQ,7360,9900,8750,2022-02-05
701,Dhar,Gandhwani,Cotton,Other,FAQ,7500,10800,10300,2022-02-05
839,Jhabua,Jhabua,Cotton,Other,FAQ,9500,9562,9531,2022-02-05
840,Jhabua,Jhabua,Cotton,Desi,FAQ,8150,10050,9100,2022-02-05
972,Alirajpur,Jobat,Cotton,Other,FAQ,8500,9500,9500,2022-02-05
1036,Khargone,Karhi,Cotton,Other,FAQ,7570,9710,7610,2022-02-05
1139,Khandwa,Khandwa,Cotton,Other,FAQ,7411,10800,9600,2022-02-05
1476,Dhar,Kukshi,Cotton,H4,FAQ,6375,9725,9415,2022-02-05
1565,Dhar,Manawar,Cotton,Other,FAQ,8500,10500,9400,2022-02-05
1785,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,9000,10000,9419,2022-02-05
1786,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9000,9800,9476,2022-02-05
2096,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9500,9900,9700,2022-02-05
2287,Chhindwara,Saunsar,Cotton,H4,FAQ,9210,9980,9750,2022-02-05
2430,Badwani,Sendhwa,Cotton,H4,FAQ,7000,10160,9600,2022-02-05
2535,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,8900,10500,9700,2022-02-05
138,Badwani,Anjad,Cotton,Other,FAQ,2000,2000,2000,2022-02-06
204,Dhar,Badnawar,Cotton,DCH-32 (Ginned),FAQ,8505,9600,8806,2022-02-06
406,Badwani,Balwadi,Cotton,Other,FAQ,9400,9525,9500,2022-02-06
499,Khargone,Bhikangaon,Cotton,H4,FAQ,6000,10430,8700,2022-02-06
700,Dhar,Gandhwani,Cotton,Other,FAQ,9800,9800,9800,2022-02-06
837,Jhabua,Jhabua,Cotton,Desi,FAQ,8500,9900,9200,2022-02-06
838,Jhabua,Jhabua,Cotton,Other,FAQ,9512,9563,9538,2022-02-06
971,Alirajpur,Jobat,Cotton,Other,FAQ,8300,11601,8500,2022-02-06
1035,Khargone,Karhi,Cotton,Other,FAQ,8000,8000,8000,2022-02-06
1475,Dhar,Kukshi,Cotton,H4,FAQ,8000,9500,8500,2022-02-06
1783,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,11000,11000,11000,2022-02-06
1784,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,8000,10200,8955,2022-02-06
1889,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8900,9200,9000,2022-02-06
2095,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,9400,9495,9447,2022-02-06
2168,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5500,9745,8800,2022-02-06
2534,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,8900,10500,9700,2022-02-06
137,Badwani,Anjad,Cotton,Other,FAQ,7520,9900,9000,2022-02-07
405,Badwani,Balwadi,Cotton,Other,FAQ,5600,6000,5800,2022-02-07
498,Khargone,Bhikangaon,Cotton,H4,FAQ,6750,10444,8750,2022-02-07
596,Dhar,Dhamnod,Cotton,Desi,FAQ,6425,10000,8855,2022-02-07
699,Dhar,Gandhwani,Cotton,Other,FAQ,8850,10800,9871,2022-02-07
836,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,9900,8950,2022-02-07
970,Alirajpur,Jobat,Cotton,Other,FAQ,8300,9874,9000,2022-02-07
1034,Khargone,Karhi,Cotton,Other,FAQ,6100,9470,8300,2022-02-07
1138,Khandwa,Khandwa,Cotton,Other,FAQ,6860,10400,8901,2022-02-07
1218,Khargone,Khargone,Cotton,Other,FAQ,6000,10300,8700,2022-02-07
1343,Badwani,Khetia,Cotton,H4,FAQ,7500,10255,9243,2022-02-07
1474,Dhar,Kukshi,Cotton,H4,FAQ,6705,10000,9400,2022-02-07
1564,Dhar,Manawar,Cotton,Other,FAQ,6500,9755,9400,2022-02-07
1622,Khandwa,Pandhana,Cotton,Other,FAQ,7900,9626,8000,2022-02-07
1661,Chhindwara,Pandhurna,Cotton,Other,FAQ,8500,10000,9600,2022-02-07
1780,Jhabua,Petlawad,Cotton,MECH-1,FAQ,9000,9000,9000,2022-02-07
1781,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,8000,9000,8793,2022-02-07
1782,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,9100,9100,9100,2022-02-07
1888,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8200,9100,8900,2022-02-07
1949,Ratlam,Ratlam,Cotton,Other,FAQ,8500,9055,8700,2022-02-07
1950,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,9300,10500,9800,2022-02-07
2094,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,8001,10000,9000,2022-02-07
2286,Chhindwara,Saunsar,Cotton,H4,FAQ,9154,9950,9700,2022-02-07
2429,Badwani,Sendhwa,Cotton,H4,FAQ,7100,10525,9400,2022-02-07
2533,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,9000,10300,9650,2022-02-07
44,Alirajpur,Alirajpur,Cotton,Desi,FAQ,8000,9000,9000,2022-02-08
136,Badwani,Anjad,Cotton,Other,FAQ,5410,9400,8300,2022-02-08
295,Khargone,Badwaha,Cotton,Other,FAQ,4500,9775,8940,2022-02-08
346,Badwani,Badwani,Cotton,H4,FAQ,9000,9000,9000,2022-02-08
404,Badwani,Balwadi,Cotton,Other,FAQ,6520,8208,7200,2022-02-08
595,Dhar,Dhamnod,Cotton,Desi,FAQ,6200,9935,8830,2022-02-08
698,Dhar,Gandhwani,Cotton,Other,FAQ,8200,10800,10251,2022-02-08
835,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,9900,8950,2022-02-08
969,Alirajpur,Jobat,Cotton,Other,FAQ,8500,9350,9000,2022-02-08
1033,Khargone,Karhi,Cotton,Other,FAQ,6000,9500,8770,2022-02-08
1137,Khandwa,Khandwa,Cotton,Other,FAQ,6700,10311,8700,2022-02-08
1217,Khargone,Khargone,Cotton,Other,FAQ,5500,9995,8700,2022-02-08
1342,Badwani,Khetia,Cotton,H4,FAQ,7000,11770,9083,2022-02-08
1473,Dhar,Kukshi,Cotton,H4,FAQ,6000,10000,9460,2022-02-08
1563,Dhar,Manawar,Cotton,Other,FAQ,9100,9900,9900,2022-02-08
1621,Khandwa,Pandhana,Cotton,Other,FAQ,7330,8725,8100,2022-02-08
1777,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,8650,11000,9686,2022-02-08
1778,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,8600,9100,8943,2022-02-08
1779,Jhabua,Petlawad,Cotton,MECH-1,FAQ,8000,8000,8000,2022-02-08
1947,Ratlam,Ratlam,Cotton,DCH-32(Unginned),FAQ,8900,10310,9800,2022-02-08
1948,Ratlam,Ratlam,Cotton,Other,FAQ,7000,9400,8300,2022-02-08
2093,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,8001,11044,9522,2022-02-08
2167,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5100,9400,8700,2022-02-08
2285,Chhindwara,Saunsar,Cotton,H4,FAQ,9308,9950,9750,2022-02-08
2428,Badwani,Sendhwa,Cotton,H4,FAQ,6100,9950,8950,2022-02-08
2532,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7000,10500,8750,2022-02-08
43,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,9000,8500,2022-02-09
135,Badwani,Anjad,Cotton,Other,FAQ,6100,9200,8700,2022-02-09
294,Khargone,Badwaha,Cotton,Other,FAQ,4790,10000,9390,2022-02-09
403,Badwani,Balwadi,Cotton,Other,FAQ,6500,8600,7400,2022-02-09
497,Khargone,Bhikangaon,Cotton,H4,FAQ,6500,10500,8675,2022-02-09
594,Dhar,Dhamnod,Cotton,Desi,FAQ,6950,10080,8750,2022-02-09
697,Dhar,Gandhwani,Cotton,Other,FAQ,7100,10800,10451,2022-02-09
833,Jhabua,Jhabua,Cotton,Desi,FAQ,8950,9950,9450,2022-02-09
834,Jhabua,Jhabua,Cotton,Other,FAQ,9000,9100,9050,2022-02-09
968,Alirajpur,Jobat,Cotton,Other,FAQ,8500,10900,9000,2022-02-09
1032,Khargone,Karhi,Cotton,Other,FAQ,6780,9960,8910,2022-02-09
1136,Khandwa,Khandwa,Cotton,Other,FAQ,6900,10451,9300,2022-02-09
1216,Khargone,Khargone,Cotton,Other,FAQ,6000,10405,8800,2022-02-09
1341,Badwani,Khetia,Cotton,H4,FAQ,7550,11900,9210,2022-02-09
1472,Dhar,Kukshi,Cotton,H4,FAQ,6705,10000,9560,2022-02-09
1562,Dhar,Manawar,Cotton,Other,FAQ,9100,9900,9850,2022-02-09
1620,Khandwa,Pandhana,Cotton,Other,FAQ,7841,7841,7841,2022-02-09
1660,Chhindwara,Pandhurna,Cotton,Other,FAQ,9100,9800,9325,2022-02-09
1887,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8500,9000,8800,2022-02-09
